    time   dayofyr   metabc(2)   strucc(2)    som1c(1)    som1c(2)    som2c(1)    som2c(2)      som3c
1800.83  324     19.8984    194.4070      4.8194     74.4650      1.9639   1124.6470   878.7590
1800.83  325     20.0012    194.4434      4.8505     74.4615      1.9695   1124.6445   878.7585
1800.83  326     20.1333    194.4968      4.8788     74.4586      1.9745   1124.6421   878.7580
1800.83  327     20.2850    194.5621      4.9054     74.4563      1.9791   1124.6406   878.7575
1800.83  328     20.4038    194.6099      4.9369     74.4541      1.9845   1124.6392   878.7570
1800.83  329     20.5037    194.6480      4.9720     74.4520      1.9902   1124.6372   878.7565
1800.83  330     20.6042    194.6869      5.0078     74.4502      1.9961   1124.6357   878.7560
1800.83  331     20.7526    194.7530      5.0377     74.4489      2.0008   1124.6348   878.7556
1800.83  332     20.9367    194.8402      5.0629     74.4483      2.0047   1124.6338   878.7553
1800.83  333     21.1186    194.9275      5.0890     74.4479      2.0087   1124.6333   878.7551
1800.83  334     21.2973    195.0141      5.1164     74.4480      2.0129   1124.6333   878.7548
1800.92  335     21.4653    195.0892      5.1451     74.4484      2.0171   1124.6333   878.7546
1800.92  336     21.6466    195.1724      5.1711     74.4490      2.0209   1124.6323   878.7543
1800.92  337     21.8309    195.2581      5.1963     74.4499      2.0245   1124.6318   878.7541
1800.92  338     22.0168    195.3457      5.2212     74.4511      2.0280   1124.6313   878.7538
1800.92  339     22.2028    195.4355      5.2460     74.4526      2.0314   1124.6318   878.7536
1800.92  340     22.3895    195.5266      5.2708     74.4542      2.0348   1124.6323   878.7534
1800.92  341     22.5766    195.6190      5.2956     74.4562      2.0382   1124.6323   878.7531
1800.92  342     22.7423    195.7027      5.3277     74.4589      2.0425   1124.6328   878.7529
1800.92  343     22.8873    195.7760      5.3641     74.4624      2.0472   1124.6333   878.7526
1800.92  344     23.0210    195.8454      5.4024     74.4662      2.0523   1124.6343   878.7524
1800.92  345     23.1899    195.9341      5.4337     74.4696      2.0563   1124.6348   878.7521
1800.92  346     23.3648    196.0263      5.4630     74.4729      2.0601   1124.6348   878.7516
1800.92  347     23.5427    196.1206      5.4913     74.4764      2.0636   1124.6348   878.7514
1800.92  348     23.7225    196.2166      5.5190     74.4800      2.0671   1124.6343   878.7512
1800.92  349     23.9034    196.3139      5.5464     74.4838      2.0705   1124.6348   878.7509
1800.92  350     24.0850    196.4124      5.6008     74.4876      2.0772   1124.6348   878.7507
1800.92  351     24.2672    196.5119      5.6277     74.4917      2.0805   1124.6343   878.7504
1800.92  352     24.4495    196.6124      5.6546     74.4959      2.0838   1124.6343   878.7502
1800.92  353     24.6321    196.7137      5.6814     74.5002      2.0870   1124.6343   878.7502
1800.92  354     24.8146    196.8159      5.7083     74.5048      2.0902   1124.6343   878.7502
1800.92  355     24.9971    196.9187      5.7352     74.5096      2.0934   1124.6343   878.7502
1800.92  356     25.1794    197.0224      5.7621     74.5145      2.0966   1124.6343   878.7502
1800.92  357     25.3616    197.1266      5.7891     74.5195      2.0997   1124.6343   878.7502
1800.92  358     25.5435    197.2316      5.8162     74.5247      2.1028   1124.6343   878.7502
1800.92  359     25.7252    197.3371      5.8434     74.5301      2.1059   1124.6348   878.7502
1800.92  360     25.9066    197.4433      5.8707     74.5356      2.1090   1124.6348   878.7502
1800.92  361     26.0876    197.5500      5.8981     74.5413      2.1121   1124.6353   878.7502
1800.92  362     26.2684    197.6573      5.9256     74.5472      2.1152   1124.6353   878.7502
1800.92  363     26.4488    197.7651      5.9532     74.5532      2.1183   1124.6353   878.7502
1800.92  364     26.6289    197.8734      5.9809     74.5594      2.1214   1124.6353   878.7502
1800.92  365     26.8085    197.9823      6.0088     74.5658      2.1244   1124.6357   878.7502
1801.00   1     26.9928    198.0867      6.0368     74.5723      2.1275   1124.6362   878.7499
1801.00   2     27.1764    198.1918      6.0649     74.5789      2.1305   1124.6367   878.7497
1801.00   3     27.3594    198.2976      6.0931     74.5857      2.1336   1124.6367   878.7495
1801.00   4     27.5418    198.4041      6.1215     74.5927      2.1366   1124.6367   878.7492
1801.00   5     27.7236    198.5110      6.1500     74.5998      2.1397   1124.6372   878.7490
1801.00   6     27.9047    198.6187      6.2075     74.6071      2.1458   1124.6377   878.7487
1801.00   7     28.0853    198.7269      6.2362     74.6145      2.1488   1124.6382   878.7485
1801.00   8     28.2653    198.8356      6.2650     74.6220      2.1519   1124.6387   878.7482
1801.00   9     28.4448    198.9450      6.2939     74.6297      2.1549   1124.6392   878.7480
1801.00  10     28.6236    199.0548      6.3230     74.6376      2.1580   1124.6396   878.7477
1801.00  11     28.8020    199.1650      6.3522     74.6455      2.1610   1124.6396   878.7475
1801.00  12     28.9798    199.2757      6.3815     74.6536      2.1641   1124.6401   878.7473
1801.00  13     29.1570    199.3869      6.4110     74.6619      2.1671   1124.6406   878.7470
1801.00  14     29.3338    199.4985      6.4405     74.6703      2.1702   1124.6411   878.7468
1801.00  15     29.5100    199.6106      6.4703     74.6788      2.1732   1124.6411   878.7465
1801.00  16     29.6862    199.7225      6.5001     74.6875      2.1763   1124.6416   878.7463
1801.00  17     29.8619    199.8348      6.5301     74.6963      2.1793   1124.6426   878.7460
1801.00  18     30.0371    199.9476      6.5603     74.7053      2.1824   1124.6436   878.7458
1801.00  19     30.2118    200.0606      6.5905     74.7143      2.1855   1124.6445   878.7455
1801.00  20     30.3860    200.1741      6.6209     74.7235      2.1885   1124.6450   878.7453
1801.00  21     30.5597    200.2879      6.6514     74.7329      2.1916   1124.6455   878.7451
1801.00  22     30.7330    200.4020      6.6820     74.7423      2.1947   1124.6455   878.7448
1801.00  23     30.9058    200.5164      6.7128     74.7519      2.1977   1124.6455   878.7446
1801.00  24     31.0781    200.6311      6.7437     74.7617      2.2008   1124.6465   878.7443
1801.00  25     31.2499    200.7461      6.7746     74.7715      2.2039   1124.6470   878.7441
1801.00  26     31.4214    200.8615      6.8058     74.7814      2.2070   1124.6475   878.7438
1801.00  27     31.5923    200.9771      6.8370     74.7915      2.2100   1124.6479   878.7436
1801.00  28     31.7629    201.0930      6.8683     74.8017      2.2131   1124.6484   878.7433
1801.00  29     31.9330    201.2091      6.8998     74.8120      2.2162   1124.6489   878.7431
1801.00  30     32.1027    201.3254      6.9313     74.8225      2.2193   1124.6494   878.7429
1801.00  31     32.2720    201.4420      6.9630     74.8331      2.2224   1124.6504   878.7426
1801.08  32     32.4566    201.5629      6.9970     74.8445      2.2257   1124.6514   878.7424
1801.08  33     32.6405    201.6842      7.0311     74.8560      2.2290   1124.6523   878.7421
1801.08  34     32.8237    201.8058      7.0653     74.8677      2.2324   1124.6533   878.7419
1801.08  35     33.0063    201.9278      7.0997     74.8796      2.2357   1124.6543   878.7416
1801.08  36     33.1882    202.0504      7.1342     74.8916      2.2390   1124.6553   878.7414
1801.08  37     33.3696    202.1732      7.1688     74.9037      2.2424   1124.6558   878.7411
1801.08  38     33.5504    202.2963      7.2036     74.9160      2.2457   1124.6563   878.7409
1801.08  39     33.7306    202.4197      7.2385     74.9283      2.2491   1124.6567   878.7407
1801.08  40     33.9102    202.5435      7.2735     74.9408      2.2525   1124.6577   878.7404
1801.08  41     34.0893    202.6676      7.3086     74.9534      2.2558   1124.6587   878.7402
1801.08  42     34.2678    202.7919      7.3439     74.9662      2.2592   1124.6597   878.7399
1801.08  43     34.4458    202.9164      7.3793     74.9791      2.2626   1124.6606   878.7397
1801.08  44     34.6233    203.0412      7.4147     74.9921      2.2660   1124.6611   878.7394
1801.08  45     34.8003    203.1664      7.4503     75.0053      2.2694   1124.6616   878.7392
1801.08  46     34.9768    203.2916      7.4861     75.0185      2.2728   1124.6621   878.7390
1801.08  47     35.1533    203.4166      7.5219     75.0319      2.2762   1124.6626   878.7387
1801.08  48     35.3294    203.5418      7.5579     75.0455      2.2796   1124.6631   878.7385
1801.08  49     35.5049    203.6672      7.5940     75.0591      2.2831   1124.6636   878.7382
1801.08  50     35.6800    203.7929      7.6302     75.0729      2.2865   1124.6646   878.7380
1801.08  51     35.8546    203.9187      7.6665     75.0867      2.2899   1124.6655   878.7377
1801.08  52     36.0288    204.0447      7.7029     75.1007      2.2934   1124.6665   878.7375
1801.08  53     36.2025    204.1709      7.7394     75.1148      2.2968   1124.6675   878.7372
1801.08  54     36.3757    204.2973      7.7760     75.1291      2.3003   1124.6685   878.7370
1801.08  55     36.5486    204.4238      7.8127     75.1435      2.3038   1124.6694   878.7368
1801.08  56     36.7209    204.5505      7.8495     75.1580      2.3072   1124.6704   878.7365
1801.08  57     36.8929    204.6774      7.8864     75.1726      2.3107   1124.6714   878.7363
1801.08  58     37.0644    204.8043      7.9234     75.1873      2.3142   1124.6724   878.7360
1801.08  59     37.2356    204.9314      7.9605     75.2021      2.3177   1124.6733   878.7358
1801.08  60     37.4063    205.0587      7.9977     75.2170      2.3212   1124.6743   878.7355
1801.17  61     37.5757    205.1677      8.0326     75.2311      2.3245   1124.6748   878.7353
1801.17  62     37.7443    205.2774      8.0675     75.2453      2.3278   1124.6758   878.7350
1801.17  63     37.9122    205.3874      8.1026     75.2596      2.3311   1124.6768   878.7348
1801.17  64     38.0794    205.4980      8.1377     75.2741      2.3344   1124.6777   878.7346
1801.17  65     38.2459    205.6089      8.1729     75.2886      2.3377   1124.6787   878.7343
1801.17  66     38.4116    205.7204      8.2081     75.3031      2.3410   1124.6797   878.7341
1801.17  67     38.5767    205.8323      8.2434     75.3178      2.3443   1124.6807   878.7338
1801.17  68     38.7412    205.9446      8.2788     75.3326      2.3477   1124.6816   878.7336
1801.17  69     38.9050    206.0573      8.3143     75.3475      2.3510   1124.6826   878.7333
1801.17  70     39.0681    206.1704      8.3498     75.3625      2.3543   1124.6831   878.7331
1801.17  71     39.2307    206.2838      8.3854     75.3776      2.3577   1124.6836   878.7328
1801.17  72     39.3927    206.3975      8.4210     75.3928      2.3610   1124.6841   878.7326
1801.17  73     39.5541    206.5116      8.4568     75.4080      2.3644   1124.6846   878.7324
1801.17  74     39.7150    206.6260      8.4925     75.4233      2.3678   1124.6851   878.7321
1801.17  75     39.8757    206.7403      8.5284     75.4388      2.3711   1124.6855   878.7319
1801.17  76     40.0359    206.8548      8.5644     75.4543      2.3745   1124.6870   878.7316
1801.17  77     40.1952    206.9696      8.6013     75.4701      2.3780   1124.6875   878.7314
1801.17  78     40.3536    207.0844      8.6380     75.4860      2.3814   1124.6880   878.7311
1801.17  79     40.5112    207.1995      8.6754     75.5020      2.3850   1124.6890   878.7309
1801.17  80     40.6672    207.3144      8.7128     75.5184      2.3885   1124.6899   878.7307
1801.17  81     40.8217    207.4293      8.7503     75.5351      2.3920   1124.6909   878.7304
1801.17  82     40.9754    207.5448      8.7879     75.5518      2.3956   1124.6919   878.7302
1801.17  83     41.1284    207.6606      8.8255     75.5687      2.3991   1124.6929   878.7299
1801.17  84     41.2809    207.7767      8.8633     75.5857      2.4027   1124.6938   878.7297
1801.17  85     41.4327    207.8932      8.9011     75.6028      2.4062   1124.6948   878.7294
1801.17  86     41.5688    208.0057      8.9463     75.6233      2.4105   1124.6968   878.7292
1801.17  87     41.6930    208.1152      8.9972     75.6464      2.4153   1124.6987   878.7292
1801.17  88     41.8038    208.2211      9.0545     75.6725      2.4208   1124.7007   878.7292
1801.17  89     41.9005    208.3232      9.1186     75.7018      2.4269   1124.7031   878.7289
1801.17  90     41.9908    208.4235      9.1858     75.7326      2.4333   1124.7046   878.7287
1801.17  91     42.0654    208.5194      9.2606     75.7669      2.4405   1124.7070   878.7285
1801.25  92     42.1379    208.6043      9.3449     75.8057      2.4486   1124.7100   878.7282
1801.25  93     42.2004    208.6872      9.4337     75.8467      2.4572   1124.7129   878.7280
1801.25  94     42.2425    208.7622      9.5288     75.8905      2.4665   1124.7168   878.7277
1801.25  95     42.2720    208.8323      9.6275     75.9361      2.4763   1124.7197   878.7272
1801.25  96     42.2818    208.8944      9.7314     75.9846      2.4866   1124.7231   878.7267
1801.25  97     42.2943    208.9576      9.8330     76.0327      2.4968   1124.7266   878.7263
1801.25  98     42.2724    209.0070      9.9438     76.0858      2.5080   1124.7305   878.7258
1801.25  99     42.1997    209.0368     10.0710     76.1469      2.5210   1124.7344   878.7253
1801.25  100     42.1130    209.0610     10.2046     76.2102      2.5349   1124.7388   878.7245
1801.25  101     42.0505    209.0932     10.3295     76.2694      2.5479   1124.7432   878.7241
1801.25  102     42.0149    209.1349     10.4442     76.3240      2.5601   1124.7471   878.7236
1801.25  103     41.9929    209.1815     10.5538     76.3765      2.5718   1124.7510   878.7231
1801.25  104     41.9843    209.2329     10.6583     76.4268      2.5830   1124.7544   878.7226
1801.25  105     41.9894    209.2894     10.7562     76.4750      2.5937   1124.7578   878.7221
